timestamp,house_id,profile,consumption_kwh,generation_kwh,net_grid_flow,meter_import_kwh,meter_export_kwh
2026-01-02 19:00:00,Haz_5_Solar_Csalad,family,1.778196,0.0,1.778196,63.133998,1.586941
2026-01-02 19:15:00,Haz_5_Solar_Csalad,family,1.830268,0.0,1.830268,64.964265,1.586941
2026-01-02 19:30:00,Haz_5_Solar_Csalad,family,1.929611,0.0,1.929611,66.893877,1.586941
2026-01-02 19:45:00,Haz_5_Solar_Csalad,family,1.980355,0.0,1.980355,68.874231,1.586941
2026-01-02 20:00:00,Haz_5_Solar_Csalad,family,1.653072,0.0,1.653072,70.527304,1.586941
2026-01-02 20:15:00,Haz_5_Solar_Csalad,family,1.362621,0.0,1.362621,71.889925,1.586941
2026-01-02 20:30:00,Haz_5_Solar_Csalad,family,1.478066,0.0,1.478066,73.367991,1.586941
2026-01-02 20:45:00,Haz_5_Solar_Csalad,family,1.577272,0.0,1.577272,74.945263,1.586941
2026-01-02 21:00:00,Haz_5_Solar_Csalad,family,1.103665,0.0,1.103665,76.048928,1.586941
2026-01-02 21:15:00,Haz_5_Solar_Csalad,family,1.02277,0.0,1.02277,77.071698,1.586941
2026-01-02 21:30:00,Haz_5_Solar_Csalad,family,0.913635,0.0,0.913635,77.985333,1.586941
2026-01-02 21:45:00,Haz_5_Solar_Csalad,family,0.870268,0.0,0.870268,78.855601,1.586941
2026-01-02 22:00:00,Haz_5_Solar_Csalad,family,0.617165,0.0,0.617165,79.472767,1.586941
2026-01-02 22:15:00,Haz_5_Solar_Csalad,family,0.424757,0.0,0.424757,79.897523,1.586941
2026-01-02 22:30:00,Haz_5_Solar_Csalad,family,0.626867,0.0,0.626867,80.52439,1.586941
2026-01-02 22:45:00,Haz_5_Solar_Csalad,family,0.655984,0.0,0.655984,81.180374,1.586941
2026-01-02 23:00:00,Haz_5_Solar_Csalad,family,0.076817,0.0,0.076817,81.257191,1.586941
2026-01-02 23:15:00,Haz_5_Solar_Csalad,family,0.080723,0.0,0.080723,81.337914,1.586941
2026-01-02 23:30:00,Haz_5_Solar_Csalad,family,0.076562,0.0,0.076562,81.414476,1.586941
2026-01-02 23:45:00,Haz_5_Solar_Csalad,family,0.080764,0.0,0.080764,81.49524,1.586941
2026-01-03 00:00:00,Haz_5_Solar_Csalad,family,0.21085,0.0,0.21085,81.70609,1.586941
2026-01-03 00:15:00,Haz_5_Solar_Csalad,family,0.061218,0.0,0.061218,81.767309,1.586941
2026-01-03 00:30:00,Haz_5_Solar_Csalad,family,0.059867,0.0,0.059867,81.827176,1.586941
2026-01-03 00:45:00,Haz_5_Solar_Csalad,family,0.060686,0.0,0.060686,81.887861,1.586941
2026-01-03 01:00:00,Haz_5_Solar_Csalad,family,0.068394,0.0,0.068394,81.956255,1.586941
2026-01-03 01:15:00,Haz_5_Solar_Csalad,family,0.064947,0.0,0.064947,82.021202,1.586941
2026-01-03 01:30:00,Haz_5_Solar_Csalad,family,0.074332,0.0,0.074332,82.095534,1.586941
2026-01-03 01:45:00,Haz_5_Solar_Csalad,family,0.066237,0.0,0.066237,82.161771,1.586941
2026-01-03 02:00:00,Haz_5_Solar_Csalad,family,0.237262,0.0,0.237262,82.399033,1.586941
2026-01-03 02:15:00,Haz_5_Solar_Csalad,family,0.078901,0.0,0.078901,82.477934,1.586941
2026-01-03 02:30:00,Haz_5_Solar_Csalad,family,0.078992,0.0,0.078992,82.556926,1.586941
2026-01-03 02:45:00,Haz_5_Solar_Csalad,family,0.084339,0.0,0.084339,82.641265,1.586941
2026-01-03 03:00:00,Haz_5_Solar_Csalad,family,0.083785,0.0,0.083785,82.72505,1.586941
2026-01-03 03:15:00,Haz_5_Solar_Csalad,family,0.082666,0.0,0.082666,82.807716,1.586941
2026-01-03 03:30:00,Haz_5_Solar_Csalad,family,0.096038,0.0,0.096038,82.903754,1.586941
2026-01-03 03:45:00,Haz_5_Solar_Csalad,family,0.097318,0.0,0.097318,83.001072,1.586941
2026-01-03 04:00:00,Haz_5_Solar_Csalad,family,0.094468,0.0,0.094468,83.09554,1.586941
2026-01-03 04:15:00,Haz_5_Solar_Csalad,family,0.106005,0.0,0.106005,83.201545,1.586941
2026-01-03 04:30:00,Haz_5_Solar_Csalad,family,0.087762,0.0,0.087762,83.289307,1.586941
2026-01-03 04:45:00,Haz_5_Solar_Csalad,family,0.09059,0.0,0.09059,83.379897,1.586941
2026-01-03 05:00:00,Haz_5_Solar_Csalad,family,0.098332,0.0,0.098332,83.478229,1.586941
2026-01-03 05:15:00,Haz_5_Solar_Csalad,family,0.096867,0.0,0.096867,83.575096,1.586941
2026-01-03 05:30:00,Haz_5_Solar_Csalad,family,0.106955,0.0,0.106955,83.682051,1.586941
2026-01-03 05:45:00,Haz_5_Solar_Csalad,family,0.09993,0.0,0.09993,83.781982,1.586941
2026-01-03 06:00:00,Haz_5_Solar_Csalad,family,0.117368,0.0,0.117368,83.89935,1.586941
2026-01-03 06:15:00,Haz_5_Solar_Csalad,family,0.120289,0.0,0.120289,84.019638,1.586941
2026-01-03 06:30:00,Haz_5_Solar_Csalad,family,0.111789,0.0,0.111789,84.131427,1.586941
2026-01-03 06:45:00,Haz_5_Solar_Csalad,family,0.098973,0.0,0.098973,84.2304,1.586941
2026-01-03 07:00:00,Haz_5_Solar_Csalad,family,0.857423,0.0,0.857423,85.087822,1.586941
2026-01-03 07:15:00,Haz_5_Solar_Csalad,family,1.406773,0.0,1.406773,86.494595,1.586941
2026-01-03 07:30:00,Haz_5_Solar_Csalad,family,1.399648,0.0,1.399648,87.894243,1.586941
2026-01-03 07:45:00,Haz_5_Solar_Csalad,family,1.360871,0.017281,1.34359,89.237832,1.586941
2026-01-03 08:00:00,Haz_5_Solar_Csalad,family,0.590862,0.016993,0.57387,89.811702,1.586941
2026-01-03 08:15:00,Haz_5_Solar_Csalad,family,0.57712,0.033479,0.543641,90.355343,1.586941
2026-01-03 08:30:00,Haz_5_Solar_Csalad,family,0.5803,0.05833,0.52197,90.877313,1.586941
2026-01-03 08:45:00,Haz_5_Solar_Csalad,family,0.700104,0.079581,0.620523,91.497836,1.586941
2026-01-03 09:00:00,Haz_5_Solar_Csalad,family,0.185443,0.08997,0.095472,91.593309,1.586941
2026-01-03 09:15:00,Haz_5_Solar_Csalad,family,0.162377,0.088786,0.07359,91.666899,1.586941
2026-01-03 09:30:00,Haz_5_Solar_Csalad,family,0.154043,0.055737,0.098306,91.765205,1.586941
2026-01-03 09:45:00,Haz_5_Solar_Csalad,family,0.16712,0.058745,0.108375,91.87358,1.586941
2026-01-03 10:00:00,Haz_5_Solar_Csalad,family,0.157544,0.142634,0.01491,91.88849,1.586941
2026-01-03 10:15:00,Haz_5_Solar_Csalad,family,0.176764,0.099574,0.07719,91.96568,1.586941
2026-01-03 10:30:00,Haz_5_Solar_Csalad,family,0.140088,0.091905,0.048183,92.013863,1.586941
2026-01-03 10:45:00,Haz_5_Solar_Csalad,family,0.183954,0.104624,0.079331,92.093194,1.586941
2026-01-03 11:00:00,Haz_5_Solar_Csalad,family,0.202088,0.191608,0.01048,92.103674,1.586941
2026-01-03 11:15:00,Haz_5_Solar_Csalad,family,0.18765,0.074388,0.113261,92.216936,1.586941
2026-01-03 11:30:00,Haz_5_Solar_Csalad,family,0.206816,0.217365,-0.01055,92.216936,1.59749
2026-01-03 11:45:00,Haz_5_Solar_Csalad,family,0.145298,0.126574,0.018723,92.235659,1.59749
2026-01-03 12:00:00,Haz_5_Solar_Csalad,family,0.147226,0.112152,0.035074,92.270732,1.59749
2026-01-03 12:15:00,Haz_5_Solar_Csalad,family,0.175806,0.172184,0.003622,92.274355,1.59749
2026-01-03 12:30:00,Haz_5_Solar_Csalad,family,0.20619,0.088968,0.117222,92.391576,1.59749
2026-01-03 12:45:00,Haz_5_Solar_Csalad,family,0.183204,0.130336,0.052868,92.444444,1.59749
2026-01-03 13:00:00,Haz_5_Solar_Csalad,family,0.18809,0.203583,-0.015493,92.444444,1.612983
2026-01-03 13:15:00,Haz_5_Solar_Csalad,family,0.187031,0.129869,0.057161,92.501606,1.612983
2026-01-03 13:30:00,Haz_5_Solar_Csalad,family,0.141391,0.139306,0.002084,92.50369,1.612983
2026-01-03 13:45:00,Haz_5_Solar_Csalad,family,0.197076,0.094667,0.102409,92.606099,1.612983
2026-01-03 14:00:00,Haz_5_Solar_Csalad,family,0.140986,0.148361,-0.007374,92.606099,1.620358
2026-01-03 14:15:00,Haz_5_Solar_Csalad,family,0.332582,0.124817,0.207765,92.813864,1.620358
2026-01-03 14:30:00,Haz_5_Solar_Csalad,family,0.152184,0.057982,0.094202,92.908066,1.620358
2026-01-03 14:45:00,Haz_5_Solar_Csalad,family,0.150075,0.075423,0.074653,92.982718,1.620358
2026-01-03 15:00:00,Haz_5_Solar_Csalad,family,0.157844,0.110745,0.0471,93.029818,1.620358
2026-01-03 15:15:00,Haz_5_Solar_Csalad,family,0.176322,0.094262,0.08206,93.111878,1.620358
2026-01-03 15:30:00,Haz_5_Solar_Csalad,family,0.172373,0.066556,0.105817,93.217695,1.620358
